"Time stamp","System power generated | (kW)","Sun position time | (hour)","Irradiance DHI from weather file | (W/m2)"
"Aug 15, 08:00 am",0.5805,8,209
"Aug 15, 09:00 am",0.365168,9,160
"Aug 15, 10:00 am",0.340765,10,147
"Aug 15, 11:00 am",0.163793,11,74
"Aug 15, 12:00 pm",0.293322,12,122
"Aug 15, 01:00 pm",0.488406,13,194
"Aug 15, 02:00 pm",0.906555,14,293
"Aug 15, 03:00 pm",1.33982,15,261
"Aug 15, 04:00 pm",1.38802,16,176
"Aug 15, 05:00 pm",0.254269,17,87
"Aug 15, 06:00 pm",0.813062,18,27
"Aug 15, 07:00 pm",-0.0034239,19,0
"Aug 15, 08:00 pm",-0.0034239,20,0
"Aug 15, 09:00 pm",-0.0034239,21,0
"Aug 15, 10:00 pm",-0.0034239,22,0
"Aug 15, 11:00 pm",-0.0034239,23,0
"Aug 16, 12:00 am",-0.0034239,0,0
"Aug 16, 01:00 am",-0.0034239,1,0
"Aug 16, 02:00 am",-0.0034239,2,0
"Aug 16, 03:00 am",-0.0034239,3,0
"Aug 16, 04:00 am",-0.0034239,4,0
"Aug 16, 05:00 am",-0.0034239,5,6
"Aug 16, 06:00 am",0.201302,6,48
"Aug 16, 07:00 am",0.064933,7,45
"Aug 16, 08:00 am",0.479094,8,184
"Aug 16, 09:00 am",1.17625,9,322
"Aug 16, 10:00 am",0.35664,10,152
"Aug 16, 11:00 am",0.190133,11,84
"Aug 16, 12:00 pm",0.39018,12,157
"Aug 16, 01:00 pm",0.256159,13,107
"Aug 16, 02:00 pm",0.155585,14,70
"Aug 16, 03:00 pm",0.273044,15,120
"Aug 16, 04:00 pm",0.193444,16,94
"Aug 16, 05:00 pm",0.0847568,17,50
"Aug 16, 06:00 pm",0.252675,18,25
"Aug 16, 07:00 pm",-0.0034239,19,0
"Aug 16, 08:00 pm",-0.0034239,20,0
"Aug 16, 09:00 pm",-0.0034239,21,0
"Aug 16, 10:00 pm",-0.0034239,22,0
"Aug 16, 11:00 pm",-0.0034239,23,0
"Aug 17, 12:00 am",-0.0034239,0,0
"Aug 17, 01:00 am",-0.0034239,1,0
"Aug 17, 02:00 am",-0.0034239,2,0
"Aug 17, 03:00 am",-0.0034239,3,0
"Aug 17, 04:00 am",-0.0034239,4,0
"Aug 17, 05:00 am",-0.0034239,5,9
"Aug 17, 06:00 am",1.96751,6,116
"Aug 17, 07:00 am",1.06961,7,187
"Aug 17, 08:00 am",1.29974,8,273
"Aug 17, 09:00 am",0.321584,9,144
"Aug 17, 10:00 am",0.771055,10,290
"Aug 17, 11:00 am",0.421121,11,173
"Aug 17, 12:00 pm",0.411679,12,167
"Aug 17, 01:00 pm",0.333376,13,138
"Aug 17, 02:00 pm",0.157609,14,72
"Aug 17, 03:00 pm",0.580273,15,216
"Aug 17, 04:00 pm",0.260253,16,119
"Aug 17, 05:00 pm",0.099182,17,58
"Aug 17, 06:00 pm",0.12399,18,20
"Aug 17, 07:00 pm",-0.0034239,19,0
"Aug 17, 08:00 pm",-0.0034239,20,0
"Aug 17, 09:00 pm",-0.0034239,21,0
"Aug 17, 10:00 pm",-0.0034239,22,0
"Aug 17, 11:00 pm",-0.0034239,23,0
"Aug 18, 12:00 am",-0.0034239,0,0
"Aug 18, 01:00 am",-0.0034239,1,0
"Aug 18, 02:00 am",-0.0034239,2,0
"Aug 18, 03:00 am",-0.0034239,3,0
"Aug 18, 04:00 am",-0.0034239,4,0
"Aug 18, 05:00 am",-0.0034239,5,12
"Aug 18, 06:00 am",0.0322228,6,26
"Aug 18, 07:00 am",0.159111,7,78
"Aug 18, 08:00 am",0.268431,8,124
"Aug 18, 09:00 am",0.146613,9,75
"Aug 18, 10:00 am",0.297035,10,131
"Aug 18, 11:00 am",0.29218,11,125
"Aug 18, 12:00 pm",0.537191,12,214
"Aug 18, 01:00 pm",0.419293,13,171
"Aug 18, 02:00 pm",0.155906,14,72
"Aug 18, 03:00 pm",1.48382,15,249
"Aug 18, 04:00 pm",0.905934,16,179
"Aug 18, 05:00 pm",0.218873,17,79
"Aug 18, 06:00 pm",0.255507,18,21
"Aug 18, 07:00 pm",-0.0034239,19,0
"Aug 18, 08:00 pm",-0.0034239,20,0
"Aug 18, 09:00 pm",-0.0034239,21,0
"Aug 18, 10:00 pm",-0.0034239,22,0
"Aug 18, 11:00 pm",-0.0034239,23,0
"Aug 19, 12:00 am",-0.0034239,0,0
"Aug 19, 01:00 am",-0.0034239,1,0
"Aug 19, 02:00 am",-0.0034239,2,0
"Aug 19, 03:00 am",-0.0034239,3,0
"Aug 19, 04:00 am",-0.0034239,4,0
"Aug 19, 05:00 am",-0.0034239,5,35
"Aug 19, 06:00 am",1.26734,6,84
"Aug 19, 07:00 am",2.16628,7,123
"Aug 19, 08:00 am",2.46614,8,138
"Aug 19, 09:00 am",1.82473,9,313
"Aug 19, 10:00 am",2.1455,10,316
"Aug 19, 11:00 am",2.28805,11,306
"Aug 19, 12:00 pm",2.51081,12,200
"Aug 19, 01:00 pm",2.06619,13,299
"Aug 19, 02:00 pm",2.10668,14,225
"Aug 19, 03:00 pm",2.14165,15,146
"Aug 19, 04:00 pm",1.92701,16,116
"Aug 19, 05:00 pm",0.968766,17,93
"Aug 19, 06:00 pm",0.154895,18,18
"Aug 19, 07:00 pm",-0.0034239,19,0
"Aug 19, 08:00 pm",-0.0034239,20,0
"Aug 19, 09:00 pm",-0.0034239,21,0
"Aug 19, 10:00 pm",-0.0034239,22,0
"Aug 19, 11:00 pm",-0.0034239,23,0
"Aug 20, 12:00 am",-0.0034239,0,0
"Aug 20, 01:00 am",-0.0034239,1,0
"Aug 20, 02:00 am",-0.0034239,2,0
"Aug 20, 03:00 am",-0.0034239,3,0
"Aug 20, 04:00 am",-0.0034239,4,0
"Aug 20, 05:00 am",-0.0034239,5,29
"Aug 20, 06:00 am",1.448,6,95
"Aug 20, 07:00 am",1.88524,7,151
"Aug 20, 08:00 am",2.1681,8,174
"Aug 20, 09:00 am",2.31738,9,189
"Aug 20, 10:00 am",1.98414,10,321
"Aug 20, 11:00 am",2.40607,11,185
"Aug 20, 12:00 pm",2.42403,12,147
"Aug 20, 01:00 pm",2.45092,13,136
"Aug 20, 02:00 pm",2.35875,14,136
"Aug 20, 03:00 pm",2.29051,15,116
"Aug 20, 04:00 pm",2.05255,16,104
"Aug 20, 05:00 pm",1.52104,17,75
"Aug 20, 06:00 pm",0.216165,18,18
"Aug 20, 07:00 pm",-0.0034239,19,0
"Aug 20, 08:00 pm",-0.0034239,20,0
"Aug 20, 09:00 pm",-0.0034239,21,0
"Aug 20, 10:00 pm",-0.0034239,22,0
"Aug 20, 11:00 pm",-0.0034239,23,0
"Aug 21, 12:00 am",-0.0034239,0,0
"Aug 21, 01:00 am",-0.0034239,1,0
"Aug 21, 02:00 am",-0.0034239,2,0
"Aug 21, 03:00 am",-0.0034239,3,0
"Aug 21, 04:00 am",-0.0034239,4,0
"Aug 21, 05:00 am",-0.0034239,5,35
"Aug 21, 06:00 am",1.0671,6,80
"Aug 21, 07:00 am",2.15254,7,115
"Aug 21, 08:00 am",2.41462,8,132
"Aug 21, 09:00 am",2.52614,9,145
"Aug 21, 10:00 am",2.55636,10,137
"Aug 21, 11:00 am",2.57253,11,123
"Aug 21, 12:00 pm",2.49425,12,139
"Aug 21, 01:00 pm",2.43997,13,129
"Aug 21, 02:00 pm",2.32879,14,130
"Aug 21, 03:00 pm",2.24568,15,111
"Aug 21, 04:00 pm",2.00628,16,100
"Aug 21, 05:00 pm",1.52276,17,71
"Aug 21, 06:00 pm",0.317728,18,16
"Aug 21, 07:00 pm",-0.0034239,19,0
"Aug 21, 08:00 pm",-0.0034239,20,0
"Aug 21, 09:00 pm",-0.0034239,21,0
"Aug 21, 10:00 pm",-0.0034239,22,0
"Aug 21, 11:00 pm",-0.0034239,23,0
"Aug 22, 12:00 am",-0.0034239,0,0
"Aug 22, 01:00 am",-0.0034239,1,0
"Aug 22, 02:00 am",-0.0034239,2,0
"Aug 22, 03:00 am",-0.0034239,3,0
"Aug 22, 04:00 am",-0.0034239,4,0
"Aug 22, 05:00 am",-0.0034239,5,33
"Aug 22, 06:00 am",1.17977,6,70
"Aug 22, 07:00 am",2.15955,7,103
"Aug 22, 08:00 am",2.50169,8,107
"Aug 22, 09:00 am",2.54392,9,138
"Aug 22, 10:00 am",2.58429,10,137
"Aug 22, 11:00 am",1.69711,11,385
"Aug 22, 12:00 pm",2.31191,12,251
"Aug 22, 01:00 pm",1.47184,13,363
"Aug 22, 02:00 pm",0.504558,14,214
"Aug 22, 03:00 pm",2.27715,15,127
"Aug 22, 04:00 pm",0.0424233,16,29
"Aug 22, 05:00 pm",0.392819,17,84
"Aug 22, 06:00 pm",-0.0034239,18,7
"Aug 22, 07:00 pm",-0.0034239,19,0
"Aug 22, 08:00 pm",-0.0034239,20,0
"Aug 22, 09:00 pm",-0.0034239,21,0
"Aug 22, 10:00 pm",-0.0034239,22,0
"Aug 22, 11:00 pm",-0.0034239,23,0
"Aug 23, 12:00 am",-0.0034239,0,0
"Aug 23, 01:00 am",-0.0034239,1,0
"Aug 23, 02:00 am",-0.0034239,2,0
"Aug 23, 03:00 am",-0.0034239,3,0
"Aug 23, 04:00 am",-0.0034239,4,0
"Aug 23, 05:00 am",-0.0034239,5,7
"Aug 23, 06:00 am",0.128503,6,40
"Aug 23, 07:00 am",0.0401287,7,33
"Aug 23, 08:00 am",0.194883,8,100
"Aug 23, 09:00 am",0.237209,9,115
"Aug 23, 10:00 am",0.236133,10,110
"Aug 23, 11:00 am",0.284865,11,125
"Aug 23, 12:00 pm",1.53109,12,389
"Aug 23, 01:00 pm",0.948794,13,319
"Aug 23, 02:00 pm",0.171768,14,81
"Aug 23, 03:00 pm",0.188494,15,92
"Aug 23, 04:00 pm",0.158743,16,84
"Aug 23, 05:00 pm",0.474438,17,84
"Aug 23, 06:00 pm",0.00356979,18,11
"Aug 23, 07:00 pm",-0.0034239,19,0
"Aug 23, 08:00 pm",-0.0034239,20,0
"Aug 23, 09:00 pm",-0.0034239,21,0
"Aug 23, 10:00 pm",-0.0034239,22,0
"Aug 23, 11:00 pm",-0.0034239,23,0
"Aug 24, 12:00 am",-0.0034239,0,0
"Aug 24, 01:00 am",-0.0034239,1,0
"Aug 24, 02:00 am",-0.0034239,2,0
"Aug 24, 03:00 am",-0.0034239,3,0
"Aug 24, 04:00 am",-0.0034239,4,0
"Aug 24, 05:00 am",-0.0034239,5,30
"Aug 24, 06:00 am",0.252182,6,51
"Aug 24, 07:00 am",0.179257,7,81
"Aug 24, 08:00 am",0.219266,8,108
"Aug 24, 09:00 am",0.862136,9,290
"Aug 24, 10:00 am",0.308177,10,137
"Aug 24, 11:00 am",0.367556,11,155
"Aug 24, 12:00 pm",1.08143,12,350
"Aug 24, 01:00 pm",0.527452,13,212
"Aug 24, 02:00 pm",2.1148,14,244
"Aug 24, 03:00 pm",1.83169,15,210
"Aug 24, 04:00 pm",1.3759,16,155
"Aug 24, 05:00 pm",0.501765,17,82
"Aug 24, 06:00 pm",-0.0034239,18,0
"Aug 24, 07:00 pm",-0.0034239,19,0
"Aug 24, 08:00 pm",-0.0034239,20,0
"Aug 24, 09:00 pm",-0.0034239,21,0
"Aug 24, 10:00 pm",-0.0034239,22,0
"Aug 24, 11:00 pm",-0.0034239,23,0
"Aug 25, 12:00 am",-0.0034239,0,0
"Aug 25, 01:00 am",-0.0034239,1,0
"Aug 25, 02:00 am",-0.0034239,2,0
"Aug 25, 03:00 am",-0.0034239,3,0
"Aug 25, 04:00 am",-0.0034239,4,0
"Aug 25, 05:00 am",-0.0034239,5,28
"Aug 25, 06:00 am",1.64924,6,105
"Aug 25, 07:00 am",1.20958,7,182
"Aug 25, 08:00 am",1.23135,8,260
"Aug 25, 09:00 am",2.42118,9,191
"Aug 25, 10:00 am",2.28241,10,269
"Aug 25, 11:00 am",2.58336,11,183
"Aug 25, 12:00 pm",2.58649,12,162
"Aug 25, 01:00 pm",2.52204,13,149
"Aug 25, 02:00 pm",2.11263,14,223
"Aug 25, 03:00 pm",0.2731,15,126
"Aug 25, 04:00 pm",1.4633,16,148
"Aug 25, 05:00 pm",0.3764,17,77
"Aug 25, 06:00 pm",-0.0034239,18,0
"Aug 25, 07:00 pm",-0.0034239,19,0
"Aug 25, 08:00 pm",-0.0034239,20,0
"Aug 25, 09:00 pm",-0.0034239,21,0
"Aug 25, 10:00 pm",-0.0034239,22,0
"Aug 25, 11:00 pm",-0.0034239,23,0
"Aug 26, 12:00 am",-0.0034239,0,0
"Aug 26, 01:00 am",-0.0034239,1,0
"Aug 26, 02:00 am",-0.0034239,2,0
"Aug 26, 03:00 am",-0.0034239,3,0
"Aug 26, 04:00 am",-0.0034239,4,0
"Aug 26, 05:00 am",-0.0034239,5,26
"Aug 26, 06:00 am",1.11602,6,68
"Aug 26, 07:00 am",2.30357,7,101
"Aug 26, 08:00 am",2.63314,8,107
"Aug 26, 09:00 am",2.68013,9,138
"Aug 26, 10:00 am",2.02785,10,326
"Aug 26, 11:00 am",1.61946,11,385
"Aug 26, 12:00 pm",2.1513,12,316
"Aug 26, 01:00 pm",2.59186,13,135
"Aug 26, 02:00 pm",1.34226,14,305
"Aug 26, 03:00 pm",1.9022,15,185
"Aug 26, 04:00 pm",1.47499,16,143
"Aug 26, 05:00 pm",0.24443,17,71
"Aug 26, 06:00 pm",-0.0034239,18,0
"Aug 26, 07:00 pm",-0.0034239,19,0
"Aug 26, 08:00 pm",-0.0034239,20,0
"Aug 26, 09:00 pm",-0.0034239,21,0
"Aug 26, 10:00 pm",-0.0034239,22,0
"Aug 26, 11:00 pm",-0.0034239,23,0
"Aug 27, 12:00 am",-0.0034239,0,0
"Aug 27, 01:00 am",-0.0034239,1,0
"Aug 27, 02:00 am",-0.0034239,2,0
"Aug 27, 03:00 am",-0.0034239,3,0
"Aug 27, 04:00 am",-0.0034239,4,0
"Aug 27, 05:00 am",-0.0034239,5,3
"Aug 27, 06:00 am",0.145859,6,38
"Aug 27, 07:00 am",0.0535222,7,41
"Aug 27, 08:00 am",0.115216,8,68
"Aug 27, 09:00 am",0.535415,9,216
"Aug 27, 10:00 am",0.178422,10,87
"Aug 27, 11:00 am",2.46859,11,259
"Aug 27, 12:00 pm",1.95469,12,353
"Aug 27, 01:00 pm",2.53556,13,193
"Aug 27, 02:00 pm",0.394563,14,168
"Aug 27, 03:00 pm",0.13749,15,69
"Aug 27, 04:00 pm",0.0620643,16,38
"Aug 27, 05:00 pm",0.0330972,17,26
"Aug 27, 06:00 pm",-0.0034239,18,0
"Aug 27, 07:00 pm",-0.0034239,19,0
"Aug 27, 08:00 pm",-0.0034239,20,0
"Aug 27, 09:00 pm",-0.0034239,21,0
"Aug 27, 10:00 pm",-0.0034239,22,0
"Aug 27, 11:00 pm",-0.0034239,23,0
"Aug 28, 12:00 am",-0.0034239,0,0
"Aug 28, 01:00 am",-0.0034239,1,0
"Aug 28, 02:00 am",-0.0034239,2,0
"Aug 28, 03:00 am",-0.0034239,3,0
"Aug 28, 04:00 am",-0.0034239,4,0
"Aug 28, 05:00 am",-0.0034239,5,6
"Aug 28, 06:00 am",0.255864,6,46
"Aug 28, 07:00 am",0.636021,7,145
"Aug 28, 08:00 am",0.555392,8,193
"Aug 28, 09:00 am",1.29061,9,316
"Aug 28, 10:00 am",2.09408,10,320
"Aug 28, 11:00 am",1.92284,11,365
"Aug 28, 12:00 pm",2.50604,12,230
"Aug 28, 01:00 pm",2.20764,13,275
"Aug 28, 02:00 pm",2.52796,14,150
"Aug 28, 03:00 pm",1.94229,15,189
"Aug 28, 04:00 pm",2.14404,16,95
"Aug 28, 05:00 pm",1.0383,17,72
"Aug 28, 06:00 pm",-0.0034239,18,0
"Aug 28, 07:00 pm",-0.0034239,19,0
"Aug 28, 08:00 pm",-0.0034239,20,0
"Aug 28, 09:00 pm",-0.0034239,21,0
"Aug 28, 10:00 pm",-0.0034239,22,0
"Aug 28, 11:00 pm",-0.0034239,23,0
"Aug 29, 12:00 am",-0.0034239,0,0
"Aug 29, 01:00 am",-0.0034239,1,0
"Aug 29, 02:00 am",-0.0034239,2,0
"Aug 29, 03:00 am",-0.0034239,3,0
"Aug 29, 04:00 am",-0.0034239,4,0
"Aug 29, 05:00 am",-0.0034239,5,19
"Aug 29, 06:00 am",0.274489,6,98
"Aug 29, 07:00 am",0.788468,7,157
"Aug 29, 08:00 am",2.21935,8,190
"Aug 29, 09:00 am",2.00809,9,286
"Aug 29, 10:00 am",1.35062,10,357
"Aug 29, 11:00 am",2.19742,11,319
"Aug 29, 12:00 pm",0.666126,12,259
"Aug 29, 01:00 pm",0.18274,13,82
"Aug 29, 02:00 pm",0.110691,14,54
"Aug 29, 03:00 pm",0.240994,15,111
"Aug 29, 04:00 pm",0.152189,16,79
"Aug 29, 05:00 pm",0.0553352,17,37
"Aug 29, 06:00 pm",-0.0034239,18,0
"Aug 29, 07:00 pm",-0.0034239,19,0
"Aug 29, 08:00 pm",-0.0034239,20,0
"Aug 29, 09:00 pm",-0.0034239,21,0
"Aug 29, 10:00 pm",-0.0034239,22,0
"Aug 29, 11:00 pm",-0.0034239,23,0
"Aug 30, 12:00 am",-0.0034239,0,0
"Aug 30, 01:00 am",-0.0034239,1,0
"Aug 30, 02:00 am",-0.0034239,2,0
"Aug 30, 03:00 am",-0.0034239,3,0
"Aug 30, 04:00 am",-0.0034239,4,0
"Aug 30, 05:00 am",-0.0034239,5,3
"Aug 30, 06:00 am",0.0385978,6,55
"Aug 30, 07:00 am",0.341212,7,105
"Aug 30, 08:00 am",0.376573,8,150
"Aug 30, 09:00 am",1.09985,9,295
"Aug 30, 10:00 am",0.194364,10,91
"Aug 30, 11:00 am",0.164325,11,75
"Aug 30, 12:00 pm",0.168265,12,75
"Aug 30, 01:00 pm",0.138071,13,63
"Aug 30, 02:00 pm",0.186507,14,84
"Aug 30, 03:00 pm",0.368173,15,155
"Aug 30, 04:00 pm",0.271421,16,115
"Aug 30, 05:00 pm",0.0654824,17,42
"Aug 30, 06:00 pm",-0.0034239,18,0
"Aug 30, 07:00 pm",-0.0034239,19,0
"Aug 30, 08:00 pm",-0.0034239,20,0
"Aug 30, 09:00 pm",-0.0034239,21,0
"Aug 30, 10:00 pm",-0.0034239,22,0
"Aug 30, 11:00 pm",-0.0034239,23,0
"Aug 31, 12:00 am",-0.0034239,0,0
"Aug 31, 01:00 am",-0.0034239,1,0
"Aug 31, 02:00 am",-0.0034239,2,0
"Aug 31, 03:00 am",-0.0034239,3,0
"Aug 31, 04:00 am",-0.0034239,4,0
"Aug 31, 05:00 am",-0.0034239,5,18
"Aug 31, 06:00 am",0.1961,6,92
"Aug 31, 07:00 am",1.50133,7,177
"Aug 31, 08:00 am",1.92748,8,227
"Aug 31, 09:00 am",1.36852,9,314
"Aug 31, 10:00 am",1.62002,10,357
"Aug 31, 11:00 am",1.43823,11,377
"Aug 31, 12:00 pm",1.71974,12,366
"Aug 31, 01:00 pm",2.10263,13,291
"Aug 31, 02:00 pm",2.37107,14,184
"Aug 31, 03:00 pm",1.93782,15,182
"Aug 31, 04:00 pm",1.24672,16,142
"Aug 31, 05:00 pm",1.38688,17,58
"Aug 31, 06:00 pm",-0.0034239,18,0
"Aug 31, 07:00 pm",-0.0034239,19,0
"Aug 31, 08:00 pm",-0.0034239,20,0
"Aug 31, 09:00 pm",-0.0034239,21,0
"Aug 31, 10:00 pm",-0.0034239,22,0
"Aug 31, 11:00 pm",-0.0034239,23,0
"Sep 1, 12:00 am",-0.0034239,0,0
"Sep 1, 01:00 am",-0.0034239,1,0
"Sep 1, 02:00 am",-0.0034239,2,0
"Sep 1, 03:00 am",-0.0034239,3,0
"Sep 1, 04:00 am",-0.0034239,4,0
"Sep 1, 05:00 am",-0.0034239,5,3
"Sep 1, 06:00 am",0.0127216,6,30
"Sep 1, 07:00 am",0.774519,7,154
"Sep 1, 08:00 am",0.962476,8,235
"Sep 1, 09:00 am",2.17984,9,244
"Sep 1, 10:00 am",0.935656,10,324
"Sep 1, 11:00 am",1.56899,11,380
"Sep 1, 12:00 pm",0.37901,12,161
"Sep 1, 01:00 pm",0.283455,13,124
"Sep 1, 02:00 pm",0.224656,14,103
"Sep 1, 03:00 pm",0.3107,15,141
"Sep 1, 04:00 pm",0.136373,16,74
"Sep 1, 05:00 pm",0.704076,17,65
"Sep 1, 06:00 pm",-0.0034239,18,0
"Sep 1, 07:00 pm",-0.0034239,19,0
"Sep 1, 08:00 pm",-0.0034239,20,0
"Sep 1, 09:00 pm",-0.0034239,21,0
"Sep 1, 10:00 pm",-0.0034239,22,0
"Sep 1, 11:00 pm",-0.0034239,23,0
"Sep 2, 12:00 am",-0.0034239,0,0
"Sep 2, 01:00 am",-0.0034239,1,0
"Sep 2, 02:00 am",-0.0034239,2,0
"Sep 2, 03:00 am",-0.0034239,3,0
"Sep 2, 04:00 am",-0.0034239,4,0
"Sep 2, 05:00 am",-0.0034239,5,15
"Sep 2, 06:00 am",0.338967,6,94
"Sep 2, 07:00 am",1.80198,7,164
"Sep 2, 08:00 am",2.12215,8,191
"Sep 2, 09:00 am",1.90751,9,289
"Sep 2, 10:00 am",2.32275,10,253
"Sep 2, 11:00 am",2.36485,11,244
"Sep 2, 12:00 pm",2.09034,12,308
"Sep 2, 01:00 pm",1.44571,13,344
"Sep 2, 02:00 pm",1.73909,14,265
"Sep 2, 03:00 pm",1.52196,15,208
"Sep 2, 04:00 pm",0.62767,16,140
"Sep 2, 05:00 pm",0.147169,17,51
"Sep 2, 06:00 pm",-0.0034239,18,0
"Sep 2, 07:00 pm",-0.0034239,19,0
"Sep 2, 08:00 pm",-0.0034239,20,0
"Sep 2, 09:00 pm",-0.0034239,21,0
"Sep 2, 10:00 pm",-0.0034239,22,0
"Sep 2, 11:00 pm",-0.0034239,23,0
"Sep 3, 12:00 am",-0.0034239,0,0
"Sep 3, 01:00 am",-0.0034239,1,0
"Sep 3, 02:00 am",-0.0034239,2,0
"Sep 3, 03:00 am",-0.0034239,3,0
"Sep 3, 04:00 am",-0.0034239,4,0
"Sep 3, 05:00 am",-0.0034239,5,12
"Sep 3, 06:00 am",0.470195,6,90
"Sep 3, 07:00 am",1.40134,7,173
"Sep 3, 08:00 am",2.18308,8,172
"Sep 3, 09:00 am",2.47594,9,160
"Sep 3, 10:00 am",1.60052,10,354
"Sep 3, 11:00 am",1.13517,11,354
"Sep 3, 12:00 pm",1.46774,12,371
"Sep 3, 01:00 pm",1.37341,13,341
"Sep 3, 02:00 pm",0.199333,14,93
"Sep 3, 03:00 pm",0.620543,15,199
"Sep 3, 04:00 pm",1.47558,16,128
"Sep 3, 05:00 pm",1.47594,17,48
"Sep 3, 06:00 pm",-0.0034239,18,0
"Sep 3, 07:00 pm",-0.0034239,19,0
"Sep 3, 08:00 pm",-0.0034239,20,0
"Sep 3, 09:00 pm",-0.0034239,21,0
"Sep 3, 10:00 pm",-0.0034239,22,0
"Sep 3, 11:00 pm",-0.0034239,23,0
"Sep 4, 12:00 am",-0.0034239,0,0
"Sep 4, 01:00 am",-0.0034239,1,0
"Sep 4, 02:00 am",-0.0034239,2,0
"Sep 4, 03:00 am",-0.0034239,3,0
"Sep 4, 04:00 am",-0.0034239,4,0
"Sep 4, 05:00 am",-0.0034239,5,9
"Sep 4, 06:00 am",0.783938,6,76
"Sep 4, 07:00 am",1.78368,7,161
"Sep 4, 08:00 am",2.34178,8,148
"Sep 4, 09:00 am",2.70211,9,114
"Sep 4, 10:00 am",0.872569,10,307
"Sep 4, 11:00 am",1.53969,11,373
"Sep 4, 12:00 pm",1.91667,12,345
"Sep 4, 01:00 pm",1.79109,13,322
"Sep 4, 02:00 pm",1.63222,14,275
"Sep 4, 03:00 pm",0.658949,15,201
"Sep 4, 04:00 pm",1.73263,16,111
"Sep 4, 05:00 pm",0.592344,17,58
"Sep 4, 06:00 pm",-0.0034239,18,0
"Sep 4, 07:00 pm",-0.0034239,19,0
"Sep 4, 08:00 pm",-0.0034239,20,0
"Sep 4, 09:00 pm",-0.0034239,21,0
"Sep 4, 10:00 pm",-0.0034239,22,0
"Sep 4, 11:00 pm",-0.0034239,23,0
"Sep 5, 12:00 am",-0.0034239,0,0
"Sep 5, 01:00 am",-0.0034239,1,0
"Sep 5, 02:00 am",-0.0034239,2,0
"Sep 5, 03:00 am",-0.0034239,3,0
"Sep 5, 04:00 am",-0.0034239,4,0
"Sep 5, 05:00 am",-0.0034239,5,6
"Sep 5, 06:00 am",0.196989,6,85
"Sep 5, 07:00 am",1.61832,7,170
"Sep 5, 08:00 am",2.22525,8,180
"Sep 5, 09:00 am",2.12151,9,258
"Sep 5, 10:00 am",1.685,10,349
"Sep 5, 11:00 am",0.452287,11,188
"Sep 5, 12:00 pm",0.336325,12,143
"Sep 5, 01:00 pm",0.445374,13,184
"Sep 5, 02:00 pm",0.455599,14,188
"Sep 5, 03:00 pm",0.450318,15,176
"Sep 5, 04:00 pm",0.395897,16,121
"Sep 5, 05:00 pm",0.147977,17,47
"Sep 5, 06:00 pm",-0.0034239,18,0
"Sep 5, 07:00 pm",-0.0034239,19,0
"Sep 5, 08:00 pm",-0.0034239,20,0
"Sep 5, 09:00 pm",-0.0034239,21,0
"Sep 5, 10:00 pm",-0.0034239,22,0
"Sep 5, 11:00 pm",-0.0034239,23,0
"Sep 6, 12:00 am",-0.0034239,0,0
"Sep 6, 01:00 am",-0.0034239,1,0
"Sep 6, 02:00 am",-0.0034239,2,0
"Sep 6, 03:00 am",-0.0034239,3,0
"Sep 6, 04:00 am",-0.0034239,4,0
"Sep 6, 05:00 am",-0.0034239,5,0
"Sep 6, 06:00 am",1.07798,6,57
"Sep 6, 07:00 am",2.12635,7,114
"Sep 6, 08:00 am",1.37503,8,244
"Sep 6, 09:00 am",0.660216,9,238
"Sep 6, 10:00 am",1.28794,10,343
"Sep 6, 11:00 am",1.84424,11,355
"Sep 6, 12:00 pm",1.19153,12,350
"Sep 6, 01:00 pm",1.06734,13,318
"Sep 6, 02:00 pm",0.399503,14,169
"Sep 6, 03:00 pm",0.681973,15,200
"Sep 6, 04:00 pm",0.445073,16,123
"Sep 6, 05:00 pm",0.727299,17,52
"Sep 6, 06:00 pm",-0.0034239,18,0
"Sep 6, 07:00 pm",-0.0034239,19,0
"Sep 6, 08:00 pm",-0.0034239,20,0
"Sep 6, 09:00 pm",-0.0034239,21,0
"Sep 6, 10:00 pm",-0.0034239,22,0
"Sep 6, 11:00 pm",-0.0034239,23,0
"Sep 7, 12:00 am",-0.0034239,0,0
"Sep 7, 01:00 am",-0.0034239,1,0
"Sep 7, 02:00 am",-0.0034239,2,0
"Sep 7, 03:00 am",-0.0034239,3,0
"Sep 7, 04:00 am",-0.0034239,4,0
"Sep 7, 05:00 am",-0.0034239,5,0
"Sep 7, 06:00 am",1.00066,6,60
"Sep 7, 07:00 am",1.87276,7,128
"Sep 7, 08:00 am",2.4913,8,123
"Sep 7, 09:00 am",2.3251,9,215
"Sep 7, 10:00 am",1.65536,10,345
"Sep 7, 11:00 am",1.56257,11,368
"Sep 7, 12:00 pm",1.61246,12,360
"Sep 7, 01:00 pm",1.49274,13,331
"Sep 7, 02:00 pm",0.234526,14,106
"Sep 7, 03:00 pm",0.327215,15,143
"Sep 7, 04:00 pm",0.356376,16,114
"Sep 7, 05:00 pm",0.200846,17,42
"Sep 7, 06:00 pm",-0.0034239,18,0
"Sep 7, 07:00 pm",-0.0034239,19,0
"Sep 7, 08:00 pm",-0.0034239,20,0
"Sep 7, 09:00 pm",-0.0034239,21,0
"Sep 7, 10:00 pm",-0.0034239,22,0
"Sep 7, 11:00 pm",-0.0034239,23,0
"Sep 8, 12:00 am",-0.0034239,0,0
